comp_name,candidate_type,candidate_id,pdb_id_b,ab_chain_ids_b,ag_chain_ids_b,resolution_b,resolution_method_b,ab_pdb_id_u,ab_chain_ids_u,ab_resolution_u,ab_resolution_method_u,ag_pdb_id_u,ag_chain_ids_u,ag_resolution_u,ag_resolution_method_u,ab_mismatches_cnt,ag_mismatches_cnt,small_molecules_message
6ye3_D+E-F,B:U,1,6ye3,D+E,F,2,X-ray,6ye3,D+E,2,X-ray,1PW6,B,2,X-ray,0,0,small molecules with n_atoms > 15 detected
6ye3_D+E-F,B:U,2,6ye3,D+E,F,2,X-ray,6ye3,D+E,2,X-ray,1M4C,A,2,X-ray,0,0,NA
6ye3_D+E-F,B:U,3,6ye3,D+E,F,2,X-ray,6ye3,D+E,2,X-ray,1M4C,B,2,X-ray,0,0,NA
6ye3_D+E-F,B:U,4,6ye3,D+E,F,2,X-ray,6ye3,D+E,2,X-ray,1M49,A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
6ye3_D+E-F,B:U,5,6ye3,D+E,F,2,X-ray,6ye3,D+E,2,X-ray,1M49,B,2,X-ray,0,0,small molecules with n_atoms > 15 detected
6ye3_D+E-F,B:U,6,6ye3,D+E,F,2,X-ray,6ye3,D+E,2,X-ray,1M47,A,1,X-ray,0,0,NA
6ye3_D+E-F,B:U,7,6ye3,D+E,F,2,X-ray,6ye3,D+E,2,X-ray,1M48,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6ye3_D+E-F,B:U,8,6ye3,D+E,F,2,X-ray,6ye3,D+E,2,X-ray,1M48,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
1g7i_B+A-C,B:U,0,1g7i,B+A,C,1,X-ray,1g7i,B+A,1,X-ray,7BYP,A,1,X-ray,0,0,NA
1g7i_B+A-C,B:U,1,1g7i,B+A,C,1,X-ray,1g7i,B+A,1,X-ray,7CDO,A,1,X-ray,0,0,NA
1g7i_B+A-C,B:U,2,1g7i,B+A,C,1,X-ray,1g7i,B+A,1,X-ray,7CDM,A,1,X-ray,0,0,NA
4jre_H+L-D,B:U,0,4jre,H+L,D,2,X-ray,4jre,H+L,2,X-ray,4U4T,A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
4jre_H+L-D,B:U,1,4jre,H+L,D,2,X-ray,4jre,H+L,2,X-ray,4U4W,A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
4jre_H+L-D,B:U,2,4jre,H+L,D,2,X-ray,4jre,H+L,2,X-ray,4U4W,B,2,X-ray,0,0,small molecules with n_atoms > 15 detected
4jre_H+L-D,B:U,3,4jre,H+L,D,2,X-ray,4jre,H+L,2,X-ray,4U4V,A,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
6i9i_H+L-D,B:U,0,6i9i,H+L,D,1,X-ray,6i9i,H+L,1,X-ray,6F8P,A,1,X-ray,0,0,NA
3sqo_H+L-A,B:U,1,3sqo,H+L,A,2,X-ray,3sqo,H+L,2,X-ray,2P4E,A,1,X-ray,0,0,NA
3sqo_H+L-A,B:U,3,3sqo,H+L,A,2,X-ray,3sqo,H+L,2,X-ray,6U26,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5y9j_H+L-A,U:U,0,5y9j,H+L,A,2,X-ray,5Y9K,H+L,1,X-ray,4ZCH,A,2,X-ray,0,2,small molecules with 7 < n_atoms <= 15 detected
5y9j_H+L-A,U:U,1,5y9j,H+L,A,2,X-ray,5Y9K,H+L,1,X-ray,4ZCH,B,2,X-ray,0,2,NA
4yga_B-A,B:U,0,4yga,B,A,2,X-ray,4yga,B,2,X-ray,3I7B,A,1,X-ray,0,3,small molecules with n_atoms > 15 detected
4yga_B-A,B:U,1,4yga,B,A,2,X-ray,4yga,B,2,X-ray,3HX4,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4yga_B-A,B:U,2,4yga,B,A,2,X-ray,4yga,B,2,X-ray,4JBV,A,1,X-ray,0,3,small molecules with n_atoms > 15 detected
4yga_B-A,B:U,3,4yga,B,A,2,X-ray,4yga,B,2,X-ray,3NYV,A,1,X-ray,0,3,small molecules with n_atoms > 15 detected
4yga_B-A,B:U,4,4yga,B,A,2,X-ray,4yga,B,2,X-ray,3V51,A,1,X-ray,0,3,small molecules with n_atoms > 15 detected
2vh5_H+L-R,B:U,0,2vh5,H+L,R,2,X-ray,2vh5,H+L,2,X-ray,3OIV,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
2vh5_H+L-R,B:U,1,2vh5,H+L,R,2,X-ray,2vh5,H+L,2,X-ray,4EFM,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
2vh5_H+L-R,B:U,2,2vh5,H+L,R,2,X-ray,2vh5,H+L,2,X-ray,1RVD,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
2vh5_H+L-R,B:U,3,2vh5,H+L,R,2,X-ray,2vh5,H+L,2,X-ray,3OIW,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
7chz_H+L-I,B:U,0,7chz,H+L,I,2,X-ray,7chz,H+L,2,X-ray,5R7W,A,1,X-ray,0,0,NA
7chz_H+L-I,B:U,1,7chz,H+L,I,2,X-ray,7chz,H+L,2,X-ray,5R8F,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
7chz_H+L-I,B:U,2,7chz,H+L,I,2,X-ray,7chz,H+L,2,X-ray,5R8P,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
7chz_H+L-I,B:U,3,7chz,H+L,I,2,X-ray,7chz,H+L,2,X-ray,6Y8M,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
7chz_H+L-I,B:U,4,7chz,H+L,I,2,X-ray,7chz,H+L,2,X-ray,6Y8I,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
4cmh_B+C-A,B:U,0,4cmh,B+C,A,1,X-ray,4cmh,B+C,1,X-ray,1ZVM,A,2,X-ray,0,0,NA
4cmh_B+C-A,B:U,1,4cmh,B+C,A,1,X-ray,4cmh,B+C,1,X-ray,1ZVM,B,2,X-ray,0,0,NA
4cmh_B+C-A,B:U,2,4cmh,B+C,A,1,X-ray,4cmh,B+C,1,X-ray,1ZVM,C,2,X-ray,0,0,NA
4cmh_B+C-A,B:U,3,4cmh,B+C,A,1,X-ray,4cmh,B+C,1,X-ray,1ZVM,D,2,X-ray,0,0,NA
4cmh_B+C-A,B:U,4,4cmh,B+C,A,1,X-ray,4cmh,B+C,1,X-ray,6EDR,A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
4cmh_B+C-A,B:U,5,4cmh,B+C,A,1,X-ray,4cmh,B+C,1,X-ray,6EDR,B,2,X-ray,0,0,small molecules with n_atoms > 15 detected
4cmh_B+C-A,B:U,6,4cmh,B+C,A,1,X-ray,4cmh,B+C,1,X-ray,4XJS,A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
4cmh_B+C-A,B:U,7,4cmh,B+C,A,1,X-ray,4cmh,B+C,1,X-ray,6VUA,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4cmh_B+C-A,B:U,8,4cmh,B+C,A,1,X-ray,4cmh,B+C,1,X-ray,6VUA,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6ni2_H+L-B,B:U,0,6ni2,H+L,B,4,EM,6ni2,H+L,4,EM,1ZSH,A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
6ni2_H+L-B,B:U,1,6ni2,H+L,B,4,EM,6ni2,H+L,4,EM,1G4R,A,2,X-ray,0,0,NA
6ni2_H+L-B,B:U,2,6ni2,H+L,B,4,EM,6ni2,H+L,4,EM,1G4M,A,1,X-ray,0,0,NA
6ni2_H+L-B,B:U,3,6ni2,H+L,B,4,EM,6ni2,H+L,4,EM,1G4M,B,1,X-ray,0,0,NA
6ni2_H+L-B,B:U,4,6ni2,H+L,B,4,EM,6ni2,H+L,4,EM,2WTR,A,2,X-ray,0,0,NA
6ni2_H+L-B,B:U,5,6ni2,H+L,B,4,EM,6ni2,H+L,4,EM,1JSY,A,2,X-ray,0,0,NA
5o2u_D-C,B:U,0,5o2u,D,C,2,X-ray,5o2u,D,2,X-ray,4IPY,A,1,X-ray,0,0,NA
5o2u_D-C,B:U,1,5o2u,D,C,2,X-ray,5o2u,D,2,X-ray,4IPY,B,1,X-ray,0,0,NA
5o2u_D-C,B:U,2,5o2u,D,C,2,X-ray,5o2u,D,2,X-ray,4IPY,C,1,X-ray,0,0,NA
5o2u_D-C,B:U,3,5o2u,D,C,2,X-ray,5o2u,D,2,X-ray,4IPY,D,1,X-ray,0,0,NA
4s1r_H+L-G,B:U,0,4s1r,H+L,G,3,X-ray,4s1r,H+L,3,X-ray,3TGT,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
3sob_H+L-B,B:U,0,3sob,H+L,B,1,X-ray,3sob,H+L,1,X-ray,3S94,A,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
3sob_H+L-B,B:U,1,3sob,H+L,B,1,X-ray,3sob,H+L,1,X-ray,3S94,B,2,X-ray,0,0,NA
3sob_H+L-B,B:U,2,3sob,H+L,B,1,X-ray,3sob,H+L,1,X-ray,4DG6,A,2,X-ray,0,0,NA
3eoa_H+L-I,U:U,0,3eoa,H+L,I,2,X-ray,3EO9,H+L,1,X-ray,1ZON,A,2,X-ray,0,0,NA
3eoa_H+L-I,U:U,1,3eoa,H+L,I,2,X-ray,3EO9,H+L,1,X-ray,1RD4,A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
3eoa_H+L-I,U:U,2,3eoa,H+L,I,2,X-ray,3EO9,H+L,1,X-ray,1RD4,B,2,X-ray,0,0,small molecules with n_atoms > 15 detected
3eoa_H+L-I,U:U,3,3eoa,H+L,I,2,X-ray,3EO9,H+L,1,X-ray,1RD4,C,2,X-ray,0,0,small molecules with n_atoms > 15 detected
3eoa_H+L-I,U:U,4,3eoa,H+L,I,2,X-ray,3EO9,H+L,1,X-ray,1RD4,D,2,X-ray,0,0,small molecules with n_atoms > 15 detected
4q6i_H+L-C,B:U,0,4q6i,H+L,C,3,X-ray,4q6i,H+L,3,X-ray,1WIO,A,3,X-ray,0,0,NA
4q6i_H+L-C,B:U,1,4q6i,H+L,C,3,X-ray,4q6i,H+L,3,X-ray,1WIO,B,3,X-ray,0,0,NA
4q6i_H+L-C,B:U,2,4q6i,H+L,C,3,X-ray,4q6i,H+L,3,X-ray,1CDJ,A,2,X-ray,0,0,NA
4q6i_H+L-C,B:U,3,4q6i,H+L,C,3,X-ray,4q6i,H+L,3,X-ray,1WIP,A,4,X-ray,0,0,NA
4q6i_H+L-C,B:U,4,4q6i,H+L,C,3,X-ray,4q6i,H+L,3,X-ray,1WIP,B,4,X-ray,0,0,NA
6x07_B-A,B:U,0,6x07,B,A,2,X-ray,6x07,B,2,X-ray,2QX5,A,2,X-ray,0,0,NA
6x07_B-A,B:U,1,6x07,B,A,2,X-ray,6x07,B,2,X-ray,2QX5,B,2,X-ray,0,0,NA
6x07_B-A,B:U,2,6x07,B,A,2,X-ray,6x07,B,2,X-ray,2RFO,A,2,X-ray,0,0,NA
6x07_B-A,B:U,3,6x07,B,A,2,X-ray,6x07,B,2,X-ray,2RFO,B,2,X-ray,0,0,NA
3nps_B+C-A,B:U,0,3nps,B+C,A,1,X-ray,3nps,B+C,1,X-ray,6T9T,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
3nps_B+C-A,B:U,1,3nps,B+C,A,1,X-ray,3nps,B+C,1,X-ray,3NCL,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
3opz_J+N-C,B:U,0,3opz,J+N,C,3,X-ray,3opz,J+N,3,X-ray,1MS1,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
3opz_J+N-C,B:U,1,3opz,J+N,C,3,X-ray,3opz,J+N,3,X-ray,1MS1,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
3opz_J+N-C,B:U,2,3opz,J+N,C,3,X-ray,3opz,J+N,3,X-ray,2AH2,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
3opz_J+N-C,B:U,3,3opz,J+N,C,3,X-ray,3opz,J+N,3,X-ray,1MS9,A,1,X-ray,0,0,NA
3opz_J+N-C,B:U,4,3opz,J+N,C,3,X-ray,3opz,J+N,3,X-ray,1MS9,B,1,X-ray,0,0,NA
3opz_J+N-C,B:U,5,3opz,J+N,C,3,X-ray,3opz,J+N,3,X-ray,1MS3,A,1,X-ray,0,0,NA
3opz_J+N-C,B:U,6,3opz,J+N,C,3,X-ray,3opz,J+N,3,X-ray,1MS3,B,1,X-ray,0,0,NA
3opz_J+N-C,B:U,7,3opz,J+N,C,3,X-ray,3opz,J+N,3,X-ray,3B69,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6fyu_I-H+G,B:U,0,6fyu,I,H+G,2,X-ray,6fyu,I,2,X-ray,4LN8,B+A,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
6fyu_I-H+G,B:U,1,6fyu,I,H+G,2,X-ray,6fyu,I,2,X-ray,4LN8,D+C,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
6fyu_I-H+G,B:U,2,6fyu,I,H+G,2,X-ray,6fyu,I,2,X-ray,4LN8,F+E,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
6fyu_I-H+G,B:U,3,6fyu,I,H+G,2,X-ray,6fyu,I,2,X-ray,4LN8,H+G,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
6fyu_I-H+G,B:U,4,6fyu,I,H+G,2,X-ray,6fyu,I,2,X-ray,4LN8,J+I,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
6fyu_I-H+G,B:U,5,6fyu,I,H+G,2,X-ray,6fyu,I,2,X-ray,4LN8,L+K,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
6fyu_I-H+G,B:U,6,6fyu,I,H+G,2,X-ray,6fyu,I,2,X-ray,4LN6,B+A,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
6fyu_I-H+G,B:U,7,6fyu,I,H+G,2,X-ray,6fyu,I,2,X-ray,4LN6,D+C,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
6fyu_I-H+G,B:U,8,6fyu,I,H+G,2,X-ray,6fyu,I,2,X-ray,4LN6,F+E,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
6fyu_I-H+G,B:U,9,6fyu,I,H+G,2,X-ray,6fyu,I,2,X-ray,4LN6,H+G,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
6fyu_I-H+G,B:U,10,6fyu,I,H+G,2,X-ray,6fyu,I,2,X-ray,4LN6,J+I,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
6fyu_I-H+G,B:U,11,6fyu,I,H+G,2,X-ray,6fyu,I,2,X-ray,4LN6,L+K,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
6qgy_B-A,B:U,0,6qgy,B,A,2,X-ray,6qgy,B,2,X-ray,6FSU,A,2,X-ray,0,0,NA
6qgy_B-A,B:U,1,6qgy,B,A,2,X-ray,6qgy,B,2,X-ray,6FSU,B,2,X-ray,0,0,NA
4n1e_C-J,B:U,0,4n1e,C,J,2,X-ray,4n1e,C,2,X-ray,7BYP,A,1,X-ray,0,0,NA
4n1e_C-J,B:U,1,4n1e,C,J,2,X-ray,4n1e,C,2,X-ray,7CDO,A,1,X-ray,0,0,NA
4n1e_C-J,B:U,2,4n1e,C,J,2,X-ray,4n1e,C,2,X-ray,7CDM,A,1,X-ray,0,0,NA
4xnz_H+L-G,B:U,0,4xnz,H+L,G,3,X-ray,4xnz,H+L,3,X-ray,3TGT,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
2nyy_D+C-A,B:U,0,2nyy,D+C,A,2,X-ray,2nyy,D+C,2,X-ray,3BTA,A,3,X-ray,0,0,NA
6uc6_C-A,B:U,0,6uc6,C,A,2,X-ray,6uc6,C,2,X-ray,1G9A,A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
6uc6_C-A,B:U,1,6uc6,C,A,2,X-ray,6uc6,C,2,X-ray,1S0D,A,2,X-ray,0,0,NA
6uc6_C-A,B:U,2,6uc6,C,A,2,X-ray,6uc6,C,2,X-ray,1G9D,A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
6uc6_C-A,B:U,3,6uc6,C,A,2,X-ray,6uc6,C,2,X-ray,1S0E,A,1,X-ray,0,0,NA
6uc6_C-A,B:U,4,6uc6,C,A,2,X-ray,6uc6,C,2,X-ray,1EPW,A,1,X-ray,0,0,NA
6u36_H+L-B,B:U,1,6u36,H+L,B,2,X-ray,6u36,H+L,2,X-ray,2P4E,A,1,X-ray,0,0,NA
6u36_H+L-B,B:U,3,6u36,H+L,B,2,X-ray,6u36,H+L,2,X-ray,6U26,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5cbe_C+D-F,B:U,0,5cbe,C+D,F,2,X-ray,5cbe,C+D,2,X-ray,6VGJ,A,2,X-ray,0,0,NA
5cbe_C+D-F,B:U,1,5cbe,C+D,F,2,X-ray,5cbe,C+D,2,X-ray,6VGJ,B,2,X-ray,0,0,NA
5cbe_C+D-F,B:U,2,5cbe,C+D,F,2,X-ray,5cbe,C+D,2,X-ray,6VGJ,C,2,X-ray,0,0,NA
5cbe_C+D-F,B:U,3,5cbe,C+D,F,2,X-ray,5cbe,C+D,2,X-ray,6VGJ,D,2,X-ray,0,0,NA
5cbe_C+D-F,B:U,4,5cbe,C+D,F,2,X-ray,5cbe,C+D,2,X-ray,6VGJ,E,2,X-ray,0,0,NA
5cbe_C+D-F,B:U,5,5cbe,C+D,F,2,X-ray,5cbe,C+D,2,X-ray,6VGJ,F,2,X-ray,0,0,NA
5cbe_C+D-F,B:U,6,5cbe,C+D,F,2,X-ray,5cbe,C+D,2,X-ray,6VGJ,G,2,X-ray,0,0,NA
5cbe_C+D-F,B:U,7,5cbe,C+D,F,2,X-ray,5cbe,C+D,2,X-ray,7JNY,A,1,X-ray,0,0,NA
3pnw_B+A-C,B:U,0,3pnw,B+A,C,2,X-ray,3pnw,B+A,2,X-ray,3S6W,A,1,X-ray,0,0,NA
6wty_B+C-A,B:U,0,6wty,B+C,A,3,X-ray,6wty,B+C,3,X-ray,5W53,A,1,X-ray,0,0,NA
6wty_B+C-A,B:U,1,6wty,B+C,A,3,X-ray,6wty,B+C,3,X-ray,5W53,B,1,X-ray,0,0,NA
4iof_E+F-B,B:U,0,4iof,E+F,B,3,X-ray,4iof,E+F,3,X-ray,4IFH,A,3,X-ray,0,0,NA
4iof_E+F-B,B:U,1,4iof,E+F,B,3,X-ray,4iof,E+F,3,X-ray,4IFH,B,3,X-ray,0,0,small molecules with n_atoms > 15 detected
4iof_E+F-B,B:U,2,4iof,E+F,B,3,X-ray,4iof,E+F,3,X-ray,4RE9,A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
4iof_E+F-B,B:U,3,4iof,E+F,B,3,X-ray,4iof,E+F,3,X-ray,4RE9,B,2,X-ray,0,0,small molecules with n_atoms > 15 detected
6jep_H+L-E,B:U,0,6jep,H+L,E,2,X-ray,6jep,H+L,2,X-ray,5OMZ,A,100,UNKNOWN,0,0,NA
5n88_A-D,B:U,0,5n88,A,D,1,X-ray,5n88,A,1,X-ray,6EMQ,A,100,UNKNOWN,0,0,NA
5n88_A-D,B:U,1,5n88,A,D,1,X-ray,5n88,A,1,X-ray,6EMO,A,100,UNKNOWN,0,0,NA
4rfo_H+L-G,B:U,0,4rfo,H+L,G,3,X-ray,4rfo,H+L,3,X-ray,4DKO,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfo_H+L-G,B:U,1,4rfo,H+L,G,3,X-ray,4rfo,H+L,3,X-ray,4DKO,C,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfo_H+L-G,B:U,2,4rfo,H+L,G,3,X-ray,4rfo,H+L,3,X-ray,4RZ8,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfo_H+L-G,B:U,3,4rfo,H+L,G,3,X-ray,4rfo,H+L,3,X-ray,4RZ8,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfo_H+L-G,B:U,4,4rfo,H+L,G,3,X-ray,4rfo,H+L,3,X-ray,4RZ8,C,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfo_H+L-G,B:U,5,4rfo,H+L,G,3,X-ray,4rfo,H+L,3,X-ray,4RZ8,D,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfo_H+L-G,B:U,6,4rfo,H+L,G,3,X-ray,4rfo,H+L,3,X-ray,4DVV,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfo_H+L-G,B:U,7,4rfo,H+L,G,3,X-ray,4rfo,H+L,3,X-ray,4DVV,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfo_H+L-G,B:U,8,4rfo,H+L,G,3,X-ray,4rfo,H+L,3,X-ray,4DKP,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfo_H+L-G,B:U,9,4rfo,H+L,G,3,X-ray,4rfo,H+L,3,X-ray,4DKP,C,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfo_H+L-G,B:U,10,4rfo,H+L,G,3,X-ray,4rfo,H+L,3,X-ray,4DKQ,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
1bzq_K-D,B:U,0,1bzq,K,D,2,X-ray,1bzq,K,2,X-ray,8RAT,A,1,X-ray,0,0,NA
1bzq_K-D,B:U,1,1bzq,K,D,2,X-ray,1bzq,K,2,X-ray,6ETL,A,0,X-ray,0,0,NA
1bzq_K-D,B:U,2,1bzq,K,D,2,X-ray,1bzq,K,2,X-ray,6ETM,A,0,X-ray,0,0,NA
1bzq_K-D,B:U,3,1bzq,K,D,2,X-ray,1bzq,K,2,X-ray,7RSA,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
1bzq_K-D,B:U,4,1bzq,K,D,2,X-ray,1bzq,K,2,X-ray,6ETK,A,0,X-ray,0,0,NA
5njd_N+M-K,U:U,0,5njd,N+M,K,3,X-ray,5N2K,B+A,2,X-ray,1F42,A,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
5njd_N+M-K,U:U,1,5njd,N+M,K,3,X-ray,5N2K,D+C,2,X-ray,1F42,A,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
5njd_N+M-K,U:U,2,5njd,N+M,K,3,X-ray,5N2K,F+E,2,X-ray,1F42,A,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
5njd_N+M-K,U:U,3,5njd,N+M,K,3,X-ray,5N2K,H+G,2,X-ray,1F42,A,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
5njd_N+M-K,U:U,4,5njd,N+M,K,3,X-ray,5N2K,J+I,2,X-ray,1F42,A,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
5njd_N+M-K,U:U,5,5njd,N+M,K,3,X-ray,5N2K,L+K,2,X-ray,1F42,A,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
5njd_N+M-K,U:U,6,5njd,N+M,K,3,X-ray,5N2K,N+M,2,X-ray,1F42,A,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
7kdm_C-B+A,B:U,0,7kdm,C,B+A,2,X-ray,7kdm,C,2,X-ray,3RTI,B+A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
5hgg_T-A,U:U,0,5hgg,T,A,1,X-ray,5HDO,A,2,X-ray,5ZAJ,U,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5hgg_T-A,U:U,1,5hgg,T,A,1,X-ray,5HDO,B,2,X-ray,5ZAJ,U,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5hgg_T-A,U:U,2,5hgg,T,A,1,X-ray,5HDO,C,2,X-ray,5ZAJ,U,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5hgg_T-A,U:U,3,5hgg,T,A,1,X-ray,5HDO,D,2,X-ray,5ZAJ,U,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5hgg_T-A,U:U,4,5hgg,T,A,1,X-ray,5HDO,A,2,X-ray,6AG2,U,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5hgg_T-A,U:U,5,5hgg,T,A,1,X-ray,5HDO,B,2,X-ray,6AG2,U,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5hgg_T-A,U:U,6,5hgg,T,A,1,X-ray,5HDO,C,2,X-ray,6AG2,U,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5hgg_T-A,U:U,7,5hgg,T,A,1,X-ray,5HDO,D,2,X-ray,6AG2,U,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5hgg_T-A,U:U,8,5hgg,T,A,1,X-ray,5HDO,A,2,X-ray,6AG9,U,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5hgg_T-A,U:U,9,5hgg,T,A,1,X-ray,5HDO,B,2,X-ray,6AG9,U,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5hgg_T-A,U:U,10,5hgg,T,A,1,X-ray,5HDO,C,2,X-ray,6AG9,U,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5hgg_T-A,U:U,11,5hgg,T,A,1,X-ray,5HDO,D,2,X-ray,6AG9,U,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5hgg_T-A,U:U,12,5hgg,T,A,1,X-ray,5HDO,A,2,X-ray,5ZA7,U,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5hgg_T-A,U:U,13,5hgg,T,A,1,X-ray,5HDO,B,2,X-ray,5ZA7,U,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5hgg_T-A,U:U,14,5hgg,T,A,1,X-ray,5HDO,C,2,X-ray,5ZA7,U,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5hgg_T-A,U:U,15,5hgg,T,A,1,X-ray,5HDO,D,2,X-ray,5ZA7,U,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5hgg_T-A,U:U,16,5hgg,T,A,1,X-ray,5HDO,A,2,X-ray,6AG7,U,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5hgg_T-A,U:U,17,5hgg,T,A,1,X-ray,5HDO,B,2,X-ray,6AG7,U,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5hgg_T-A,U:U,18,5hgg,T,A,1,X-ray,5HDO,C,2,X-ray,6AG7,U,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5hgg_T-A,U:U,19,5hgg,T,A,1,X-ray,5HDO,D,2,X-ray,6AG7,U,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4lhj_B-A,B:U,0,4lhj,B,A,1,X-ray,4lhj,B,1,X-ray,4HUO,X,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4lhj_B-A,B:U,1,4lhj,B,A,1,X-ray,4lhj,B,1,X-ray,6URX,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
4lhj_B-A,B:U,2,4lhj,B,A,1,X-ray,4lhj,B,1,X-ray,4HV7,X,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4lhj_B-A,B:U,3,4lhj,B,A,1,X-ray,4lhj,B,1,X-ray,4MX5,X,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4lhj_B-A,B:U,4,4lhj,B,A,1,X-ray,4lhj,B,1,X-ray,6URY,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4lhj_B-A,B:U,5,4lhj,B,A,1,X-ray,4lhj,B,1,X-ray,6URY,B,1,X-ray,0,0,NA
